SEESION 1,,Period,Group,Subject ID,Alternative Chosen,Role Played,Payoff,,,SESSION 2,,Period,Group,Subject ID,Alternative Chosen,Role Played,Payoff
,,13,3,28,2,3,80,,,,,20,2,0,2,3,150
,,13,3,20,1,1,78,,,,,20,2,7,2,1,6
,,13,3,5,2,2,130,,,,,20,2,9,2,2,130
,,13,3,3,2,3,80,,,,,20,2,10,2,2,130
,,14,1,31,1,3,80,,,,,20,2,16,2,2,130
,,14,1,19,1,2,208,,,,,20,2,17,2,3,150
,,14,1,17,2,1,290,,,,,20,2,19,2,2,130
,,14,1,10,1,3,80,,,,,20,2,23,2,1,6
,,14,1,11,1,2,130,,,,,20,3,1,2,1,6
,,14,1,24,2,3,80,,,,,20,3,2,1,1,21
,,14,1,13,1,3,80,,,,,20,3,4,2,1,6
,,14,1,26,1,3,80,,,,,20,3,8,1,3,150
,,14,1,22,2,3,80,,,,,20,3,11,2,1,6
,,14,1,29,1,3,80,,,,,20,3,14,1,3,150
,,14,1,12,1,3,80,,,,,20,3,18,1,1,21
,,14,1,21,1,1,144,,,,,20,3,22,2,3,150
,,14,2,0,1,1,290,,,,,21,1,3,1,1,125
,,14,2,30,1,1,290,,,,,21,1,5,2,1,125
,,14,2,8,1,2,130,,,,,21,1,6,1,2,149
,,14,2,27,1,2,130,,,,,21,1,12,2,2,149
,,14,2,4,2,3,80,,,,,21,1,13,2,2,105
,,14,2,33,1,2,130,,,,,21,1,15,2,3,105
,,14,2,9,1,1,290,,,,,21,1,20,2,1,125
,,14,2,25,1,1,290,,,,,21,1,21,2,3,105
,,14,2,34,1,3,80,,,,,21,2,0,2,1,125
,,14,2,1,1,1,290,,,,,21,2,7,2,2,149
,,14,2,7,1,1,144,,,,,21,2,9,2,3,105
,,14,2,35,1,2,130,,,,,21,2,10,1,3,105
,,14,3,32,1,3,80,,,,,21,2,16,2,1,125
,,14,3,6,1,3,80,,,,,21,2,17,2,2,149
,,14,3,14,1,3,80,,,,,21,2,19,2,3,105
,,14,3,23,1,2,130,,,,,21,2,23,1,2,149
,,14,3,15,2,2,130,,,,,21,3,1,2,1,0
,,14,3,16,2,2,208,,,,,21,3,2,2,1,125
,,14,3,18,1,1,144,,,,,21,3,4,2,1,125
,,14,3,2,1,3,80,,,,,21,3,8,2,3,105
,,14,3,28,1,3,80,,,,,21,3,11,2,2,149
,,14,3,20,2,1,290,,,,,21,3,14,1,1,125
,,14,3,5,1,3,80,,,,,21,3,18,2,3,105
,,14,3,3,1,2,130,,,,,21,3,22,2,1,125
,,,,,,,,,,,,22,1,3,2,3,80
,,,,,,,,,,,,22,1,5,2,3,80
,,,,,,,,,,,,22,1,6,1,1,6
,,,,,,,,,,,,22,1,12,1,1,21
,,,,,,,,,,,,22,1,13,2,2,95
,,,,,,,,,,,,22,1,15,2,1,6
,,,,,,,,,,,,22,1,20,2,3,80
,,,,,,,,,,,,22,1,21,1,1,6
,,,,,,,,,,,,22,2,0,2,3,80
,,,,,,,,,,,,22,2,7,1,2,95
,,,,,,,,,,,,22,2,9,1,3,80
,,,,,,,,,,,,22,2,10,1,2,95
,,,,,,,,,,,,22,2,16,2,1,6
,,,,,,,,,,,,22,2,17,1,3,80
,,,,,,,,,,,,22,2,19,2,3,80
,,,,,,,,,,,,22,2,23,1,3,80
,,,,,,,,,,,,22,3,1,1,1,21
,,,,,,,,,,,,22,3,2,1,2,130
,,,,,,,,,,,,22,3,4,1,3,80
,,,,,,,,,,,,22,3,8,1,2,130
,,,,,,,,,,,,22,3,11,2,3,80
,,,,,,,,,,,,22,3,14,1,3,80
,,,,,,,,,,,,22,3,18,2,2,95
,,,,,,,,,,,,22,3,22,2,3,80
,,,,,,,,,,,,23,1,3,2,2,65
,,,,,,,,,,,,23,1,5,1,1,145
,,,,,,,,,,,,23,1,6,1,3,150
,,,,,,,,,,,,23,1,12,1,2,65
,,,,,,,,,,,,23,1,13,1,1,72
,,,,,,,,,,,,23,1,15,1,3,150
,,,,,,,,,,,,23,1,20,1,3,150
,,,,,,,,,,,,23,1,21,1,3,150
,,,,,,,,,,,,23,2,0,1,1,72
,,,,,,,,,,,,23,2,7,1,2,65
,,,,,,,,,,,,23,2,9,1,3,150
,,,,,,,,,,,,23,2,10,2,1,72
,,,,,,,,,,,,23,2,16,2,2,65
,,,,,,,,,,,,23,2,17,2,3,150
,,,,,,,,,,,,23,2,19,1,1,72
,,,,,,,,,,,,23,2,23,2,2,65
,,,,,,,,,,,,23,3,1,1,2,65
,,,,,,,,,,,,23,3,2,1,1,145
,,,,,,,,,,,,23,3,4,1,3,150
,,,,,,,,,,,,23,3,8,1,3,150
,,,,,,,,,,,,23,3,11,1,3,150
,,,,,,,,,,,,23,3,14,2,1,145
,,,,,,,,,,,,23,3,18,1,3,150
,,,,,,,,,,,,23,3,22,1,2,65
,,,,,,,,,,,,24,1,3,1,1,46
,,,,,,,,,,,,24,1,5,2,3,150
,,,,,,,,,,,,24,1,6,2,1,46
,,,,,,,,,,,,24,1,12,2,1,46
,,,,,,,,,,,,24,1,13,2,1,46
,,,,,,,,,,,,24,1,15,2,3,150
,,,,,,,,,,,,24,1,20,2,2,90
,,,,,,,,,,,,24,1,21,2,2,90
,,,,,,,,,,,,24,2,0,2,3,150
,,,,,,,,,,,,24,2,7,2,1,46
,,,,,,,,,,,,24,2,9,2,2,90
,,,,,,,,,,,,24,2,10,1,1,61
,,,,,,,,,,,,24,2,16,2,2,90
,,,,,,,,,,,,24,2,17,1,2,90
,,,,,,,,,,,,24,2,19,2,2,90
,,,,,,,,,,,,24,2,23,2,3,150
,,,,,,,,,,,,24,3,1,2,1,46
,,,,,,,,,,,,24,3,2,2,2,90
,,,,,,,,,,,,24,3,4,2,3,150
,,,,,,,,,,,,24,3,8,1,3,150
,,,,,,,,,,,,24,3,11,2,3,150
,,,,,,,,,,,,24,3,14,1,1,61
,,,,,,,,,,,,24,3,18,2,1,46
,,,,,,,,,,,,24,3,22,2,1,61
,,,,,,,,,,,,25,1,3,2,1,105
,,,,,,,,,,,,25,1,5,1,3,80
,,,,,,,,,,,,25,1,6,1,2,105
,,,,,,,,,,,,25,1,12,1,3,80
,,,,,,,,,,,,25,1,13,2,3,80
,,,,,,,,,,,,25,1,15,1,1,32
,,,,,,,,,,,,25,1,20,1,2,144
,,,,,,,,,,,,25,1,21,2,3,80
,,,,,,,,,,,,25,2,0,1,1,105
,,,,,,,,,,,,25,2,7,2,3,80
,,,,,,,,,,,,25,2,9,2,2,105
,,,,,,,,,,,,25,2,10,1,1,32
,,,,,,,,,,,,25,2,16,1,3,80
,,,,,,,,,,,,25,2,17,1,1,105
,,,,,,,,,,,,25,2,19,1,2,105
,,,,,,,,,,,,25,2,23,1,2,144
,,,,,,,,,,,,25,3,1,1,1,105
,,,,,,,,,,,,25,3,2,1,2,105
,,,,,,,,,,,,25,3,4,1,2,105
,,,,,,,,,,,,25,3,8,1,1,105
,,,,,,,,,,,,25,3,11,1,1,32
,,,,,,,,,,,,25,3,14,2,3,80
,,,,,,,,,,,,25,3,18,1,2,105
,,,,,,,,,,,,25,3,22,1,2,105
,,,,,,,,,,,,26,1,3,1,1,16
,,,,,,,,,,,,26,1,5,2,3,80
,,,,,,,,,,,,26,1,6,1,2,95
,,,,,,,,,,,,26,1,12,2,3,80
,,,,,,,,,,,,26,1,13,2,3,80
,,,,,,,,,,,,26,1,15,2,2,120
,,,,,,,,,,,,26,1,20,2,2,0
,,,,,,,,,,,,26,1,21,2,3,80
,,,,,,,,,,,,26,2,0,1,1,16
,,,,,,,,,,,,26,2,7,2,1,21
,,,,,,,,,,,,26,2,9,2,2,95
,,,,,,,,,,,,26,2,10,1,3,80
,,,,,,,,,,,,26,2,16,2,3,80
,,,,,,,,,,,,26,2,17,2,1,16
,,,,,,,,,,,,26,2,19,2,3,80
,,,,,,,,,,,,26,2,23,1,2,120
,,,,,,,,,,,,26,3,1,2,3,80
,,,,,,,,,,,,26,3,2,2,1,21
,,,,,,,,,,,,26,3,4,1,1,16
,,,,,,,,,,,,26,3,8,1,3,80
,,,,,,,,,,,,26,3,11,2,2,120
,,,,,,,,,,,,26,3,14,1,2,120
,,,,,,,,,,,,26,3,18,2,1,21
,,,,,,,,,,,,26,3,22,2,1,21
,,,,,,,,,,,,27,1,3,1,1,26
,,,,,,,,,,,,27,1,5,2,1,26
,,,,,,,,,,,,27,1,6,2,1,26
,,,,,,,,,,,,27,1,12,2,1,26
,,,,,,,,,,,,27,1,13,2,1,41
,,,,,,,,,,,,27,1,15,2,2,110
,,,,,,,,,,,,27,1,20,2,2,110
,,,,,,,,,,,,27,1,21,2,1,26
,,,,,,,,,,,,27,2,0,2,3,110
,,,,,,,,,,,,27,2,7,1,3,75
,,,,,,,,,,,,27,2,9,2,1,26
,,,,,,,,,,,,27,2,10,1,2,75
,,,,,,,,,,,,27,2,16,2,3,110
,,,,,,,,,,,,27,2,17,2,3,75
,,,,,,,,,,,,27,2,19,2,1,26
,,,,,,,,,,,,27,2,23,1,3,110
,,,,,,,,,,,,27,3,1,2,1,26
,,,,,,,,,,,,27,3,2,2,3,75
,,,,,,,,,,,,27,3,4,2,3,110
,,,,,,,,,,,,27,3,8,1,2,110
,,,,,,,,,,,,27,3,11,2,3,110
,,,,,,,,,,,,27,3,14,2,3,110
,,,,,,,,,,,,27,3,18,2,1,26
,,,,,,,,,,,,27,3,22,2,2,110
,,,,,,,,,,,,28,1,3,2,2,85
,,,,,,,,,,,,28,1,5,1,3,80
,,,,,,,,,,,,28,1,6,1,3,80
,,,,,,,,,,,,28,1,12,1,3,80
,,,,,,,,,,,,28,1,13,1,2,85
,,,,,,,,,,,,28,1,15,1,3,80
,,,,,,,,,,,,28,1,20,1,2,124
,,,,,,,,,,,,28,1,21,1,1,125
,,,,,,,,,,,,28,2,0,1,1,52
,,,,,,,,,,,,28,2,7,2,2,85
,,,,,,,,,,,,28,2,9,1,2,85
,,,,,,,,,,,,28,2,10,2,1,125
,,,,,,,,,,,,28,2,16,1,1,125
,,,,,,,,,,,,28,2,17,1,2,85
,,,,,,,,,,,,28,2,19,1,3,80
,,,,,,,,,,,,28,2,23,1,3,80
,,,,,,,,,,,,28,3,1,1,1,125
,,,,,,,,,,,,28,3,2,1,3,80
,,,,,,,,,,,,28,3,4,1,1,125
,,,,,,,,,,,,28,3,8,1,3,80
,,,,,,,,,,,,28,3,11,1,2,85
,,,,,,,,,,,,28,3,14,2,2,85
,,,,,,,,,,,,28,3,18,1,2,124
,,,,,,,,,,,,28,3,22,1,1,125
,,,,,,,,,,,,29,1,3,1,2,55
,,,,,,,,,,,,29,1,5,2,2,90
,,,,,,,,,,,,29,1,6,2,2,90
,,,,,,,,,,,,29,1,12,2,2,55
,,,,,,,,,,,,29,1,13,2,2,90
,,,,,,,,,,,,29,1,15,2,1,46
,,,,,,,,,,,,29,1,20,2,3,80
,,,,,,,,,,,,29,1,21,1,1,46
,,,,,,,,,,,,29,2,0,2,3,80
,,,,,,,,,,,,29,2,7,1,2,0
,,,,,,,,,,,,29,2,9,2,2,90
,,,,,,,,,,,,29,2,10,1,3,80
,,,,,,,,,,,,29,2,16,2,3,80
,,,,,,,,,,,,29,2,17,2,2,55
,,,,,,,,,,,,29,2,19,2,3,80
,,,,,,,,,,,,29,2,23,2,2,55
,,,,,,,,,,,,29,3,1,2,1,46
,,,,,,,,,,,,29,3,2,2,3,80
,,,,,,,,,,,,29,3,4,2,1,61
,,,,,,,,,,,,29,3,8,2,2,90
,,,,,,,,,,,,29,3,11,2,2,90
,,,,,,,,,,,,29,3,14,1,3,80
,,,,,,,,,,,,29,3,18,2,1,46
,,,,,,,,,,,,29,3,22,2,3,80
,,,,,,,,,,,,30,1,3,1,1,41
,,,,,,,,,,,,30,1,5,2,3,80
,,,,,,,,,,,,30,1,6,2,3,80
,,,,,,,,,,,,30,1,12,2,3,80
,,,,,,,,,,,,30,1,13,2,3,80
,,,,,,,,,,,,30,1,15,2,3,80
,,,,,,,,,,,,30,1,20,2,1,26
,,,,,,,,,,,,30,1,21,1,2,110
,,,,,,,,,,,,30,2,0,2,2,110
,,,,,,,,,,,,30,2,7,2,3,80
,,,,,,,,,,,,30,2,9,2,2,110
,,,,,,,,,,,,30,2,10,2,1,26
,,,,,,,,,,,,30,2,16,2,3,80
,,,,,,,,,,,,30,2,17,2,1,26
,,,,,,,,,,,,30,2,19,2,1,26
,,,,,,,,,,,,30,2,23,2,1,26
,,,,,,,,,,,,30,3,1,1,2,110
,,,,,,,,,,,,30,3,2,2,1,26
,,,,,,,,,,,,30,3,4,2,1,41
,,,,,,,,,,,,30,3,8,1,1,41
,,,,,,,,,,,,30,3,11,2,1,26
,,,,,,,,,,,,30,3,14,1,1,41
,,,,,,,,,,,,30,3,18,2,2,110
,,,,,,,,,,,,30,3,22,2,3,80
,,,,,,,,,,,,31,1,3,2,1,145
,,,,,,,,,,,,31,1,5,1,2,65
,,,,,,,,,,,,31,1,6,1,1,145
,,,,,,,,,,,,31,1,12,2,3,80
,,,,,,,,,,,,31,1,13,1,1,145
,,,,,,,,,,,,31,1,15,1,2,104
,,,,,,,,,,,,31,1,20,1,3,80
,,,,,,,,,,,,31,1,21,1,3,80
,,,,,,,,,,,,31,2,0,2,1,145
,,,,,,,,,,,,31,2,7,2,3,80
,,,,,,,,,,,,31,2,9,1,3,80
,,,,,,,,,,,,31,2,10,2,2,65
,,,,,,,,,,,,31,2,16,1,3,80
,,,,,,,,,,,,31,2,17,1,2,65
,,,,,,,,,,,,31,2,19,1,2,65
,,,,,,,,,,,,31,2,23,1,3,80
,,,,,,,,,,,,31,3,1,1,1,145
,,,,,,,,,,,,31,3,2,1,2,65
,,,,,,,,,,,,31,3,4,1,2,65
,,,,,,,,,,,,31,3,8,1,2,65
,,,,,,,,,,,,31,3,11,1,3,80
,,,,,,,,,,,,31,3,14,2,2,65
,,,,,,,,,,,,31,3,18,1,2,65
,,,,,,,,,,,,31,3,22,1,3,80
,,,,,,,,,,,,32,1,3,2,1,165
,,,,,,,,,,,,32,1,5,2,1,165
,,,,,,,,,,,,32,1,6,2,2,45
,,,,,,,,,,,,32,1,12,1,2,84
,,,,,,,,,,,,32,1,13,1,2,84
,,,,,,,,,,,,32,1,15,1,2,45
,,,,,,,,,,,,32,1,20,1,2,45
,,,,,,,,,,,,32,1,21,1,3,80
,,,,,,,,,,,,32,2,0,1,2,84
,,,,,,,,,,,,32,2,7,2,2,45
,,,,,,,,,,,,32,2,9,1,3,80
,,,,,,,,,,,,32,2,10,2,2,45
,,,,,,,,,,,,32,2,16,1,3,80
,,,,,,,,,,,,32,2,17,2,3,80
,,,,,,,,,,,,32,2,19,1,3,80
,,,,,,,,,,,,32,2,23,1,1,165
,,,,,,,,,,,,32,3,1,2,1,92
,,,,,,,,,,,,32,3,2,2,2,45
,,,,,,,,,,,,32,3,4,1,2,45
,,,,,,,,,,,,32,3,8,2,3,80
,,,,,,,,,,,,32,3,11,1,3,80
,,,,,,,,,,,,32,3,14,2,3,80
,,,,,,,,,,,,32,3,18,2,3,80
,,,,,,,,,,,,32,3,22,1,3,80
,,,,,,,,,,,,33,1,3,1,3,80
,,,,,,,,,,,,33,1,5,2,1,81
,,,,,,,,,,,,33,1,6,2,3,80
,,,,,,,,,,,,33,1,12,2,2,70
,,,,,,,,,,,,33,1,13,2,2,70
,,,,,,,,,,,,33,1,15,2,3,80
,,,,,,,,,,,,33,1,20,1,2,70
,,,,,,,,,,,,33,1,21,1,1,66
,,,,,,,,,,,,33,2,0,2,2,35
,,,,,,,,,,,,33,2,7,1,2,70
,,,,,,,,,,,,33,2,9,2,2,70
,,,,,,,,,,,,33,2,10,1,1,66
,,,,,,,,,,,,33,2,16,1,1,66
,,,,,,,,,,,,33,2,17,1,3,80
,,,,,,,,,,,,33,2,19,2,3,80
,,,,,,,,,,,,33,2,23,2,1,81
,,,,,,,,,,,,33,3,1,2,3,80
,,,,,,,,,,,,33,3,2,2,1,66
,,,,,,,,,,,,33,3,4,2,3,80
,,,,,,,,,,,,33,3,8,2,2,70
,,,,,,,,,,,,33,3,11,2,3,80
,,,,,,,,,,,,33,3,14,1,2,70
,,,,,,,,,,,,33,3,18,2,1,81
,,,,,,,,,,,,33,3,22,2,3,80
,,,,,,,,,,,,34,1,3,2,3,80
,,,,,,,,,,,,34,1,5,1,2,144
,,,,,,,,,,,,34,1,6,2,3,80
,,,,,,,,,,,,34,1,12,1,3,80
,,,,,,,,,,,,34,1,13,1,3,80
,,,,,,,,,,,,34,1,15,1,3,80
,,,,,,,,,,,,34,1,20,1,3,80
,,,,,,,,,,,,34,1,21,2,1,185
,,,,,,,,,,,,34,2,0,1,2,25
,,,,,,,,,,,,34,2,7,1,1,32
,,,,,,,,,,,,34,2,9,1,1,185
,,,,,,,,,,,,34,2,10,2,1,185
,,,,,,,,,,,,34,2,16,1,2,25
,,,,,,,,,,,,34,2,17,1,1,32
,,,,,,,,,,,,34,2,19,1,3,80
,,,,,,,,,,,,34,2,23,2,2,25
,,,,,,,,,,,,34,3,1,1,3,80
,,,,,,,,,,,,34,3,2,1,1,185
,,,,,,,,,,,,34,3,4,1,1,185
,,,,,,,,,,,,34,3,8,1,2,25
,,,,,,,,,,,,34,3,11,1,1,185
,,,,,,,,,,,,34,3,14,2,1,185
,,,,,,,,,,,,34,3,18,1,1,185
,,,,,,,,,,,,34,3,22,1,2,25
,,,,,,,,,,,,35,1,3,1,1,125
,,,,,,,,,,,,35,1,5,1,2,85
,,,,,,,,,,,,35,1,6,1,3,80
,,,,,,,,,,,,35,1,12,1,2,85
,,,,,,,,,,,,35,1,13,1,2,85
,,,,,,,,,,,,35,1,15,1,3,80
,,,,,,,,,,,,35,1,20,2,2,85
,,,,,,,,,,,,35,1,21,1,1,125
,,,,,,,,,,,,35,2,0,1,1,125
,,,,,,,,,,,,35,2,7,2,1,125
,,,,,,,,,,,,35,2,9,1,1,125
,,,,,,,,,,,,35,2,10,1,3,80
,,,,,,,,,,,,35,2,16,1,1,125
,,,,,,,,,,,,35,2,17,1,1,32
,,,,,,,,,,,,35,2,19,1,3,80
,,,,,,,,,,,,35,2,23,1,3,80
,,,,,,,,,,,,35,3,1,1,1,125
,,,,,,,,,,,,35,3,2,1,3,0
,,,,,,,,,,,,35,3,4,1,2,85
,,,,,,,,,,,,35,3,8,1,1,32
,,,,,,,,,,,,35,3,11,1,1,125
,,,,,,,,,,,,35,3,14,2,1,125
,,,,,,,,,,,,35,3,18,1,1,125
,,,,,,,,,,,,35,3,22,1,2,85
,,,,,,,,,,,,36,1,3,2,2,144
,,,,,,,,,,,,36,1,5,1,2,45
,,,,,,,,,,,,36,1,6,1,2,45
,,,,,,,,,,,,36,1,12,1,2,144
,,,,,,,,,,,,36,1,13,1,1,165
,,,,,,,,,,,,36,1,15,2,2,45
,,,,,,,,,,,,36,1,20,1,1,165
,,,,,,,,,,,,36,1,21,1,2,45
,,,,,,,,,,,,36,2,0,1,2,45
,,,,,,,,,,,,36,2,7,1,2,45
,,,,,,,,,,,,36,2,9,1,2,144
,,,,,,,,,,,,36,2,10,2,3,80
,,,,,,,,,,,,36,2,16,2,3,80
,,,,,,,,,,,,36,2,17,2,2,144
,,,,,,,,,,,,36,2,19,1,1,165
,,,,,,,,,,,,36,2,23,1,1,32
,,,,,,,,,,,,36,3,1,1,3,80
,,,,,,,,,,,,36,3,2,1,3,80
,,,,,,,,,,,,36,3,4,1,3,80
,,,,,,,,,,,,36,3,8,1,1,165
,,,,,,,,,,,,36,3,11,1,2,45
,,,,,,,,,,,,36,3,14,2,2,45
,,,,,,,,,,,,36,3,18,1,3,80
,,,,,,,,,,,,36,3,22,1,2,144
,,,,,,,,,,,,37,1,3,1,1,26
,,,,,,,,,,,,37,1,5,2,1,21
,,,,,,,,,,,,37,1,6,2,3,80
,,,,,,,,,,,,37,1,12,2,1,26
,,,,,,,,,,,,37,1,13,2,3,80
,,,,,,,,,,,,37,1,15,2,1,26
,,,,,,,,,,,,37,1,20,2,1,26
,,,,,,,,,,,,37,1,21,2,3,80
,,,,,,,,,,,,37,2,0,1,2,100
,,,,,,,,,,,,37,2,7,2,2,95
,,,,,,,,,,,,37,2,9,2,1,21
,,,,,,,,,,,,37,2,10,1,1,26
,,,,,,,,,,,,37,2,16,2,1,21
,,,,,,,,,,,,37,2,17,2,3,80
,,,,,,,,,,,,37,2,19,2,3,80
,,,,,,,,,,,,37,2,23,1,2,100
,,,,,,,,,,,,37,3,1,2,3,80
,,,,,,,,,,,,37,3,2,2,3,80
,,,,,,,,,,,,37,3,4,2,3,80
,,,,,,,,,,,,37,3,8,2,1,26
,,,,,,,,,,,,37,3,11,2,2,100
,,,,,,,,,,,,37,3,14,2,1,26
,,,,,,,,,,,,37,3,18,2,2,100
,,,,,,,,,,,,37,3,22,2,1,26
,,,,,,,,,,,,38,1,3,2,2,130
,,,,,,,,,,,,38,1,5,1,1,290
,,,,,,,,,,,,38,1,6,1,3,80
,,,,,,,,,,,,38,1,12,1,1,290
,,,,,,,,,,,,38,1,13,1,2,130
,,,,,,,,,,,,38,1,15,1,2,130
,,,,,,,,,,,,38,1,20,1,2,130
,,,,,,,,,,,,38,1,21,1,2,130
,,,,,,,,,,,,38,2,0,2,3,80
,,,,,,,,,,,,38,2,7,1,1,290
,,,,,,,,,,,,38,2,9,1,3,80
,,,,,,,,,,,,38,2,10,1,2,208
,,,,,,,,,,,,38,2,16,2,3,80
,,,,,,,,,,,,38,2,17,1,2,130
,,,,,,,,,,,,38,2,19,1,2,208
,,,,,,,,,,,,38,2,23,1,1,290
,,,,,,,,,,,,38,3,1,1,2,130
,,,,,,,,,,,,38,3,2,1,1,144
,,,,,,,,,,,,38,3,4,1,2,130
,,,,,,,,,,,,38,3,8,1,1,290
,,,,,,,,,,,,38,3,11,1,3,80
,,,,,,,,,,,,38,3,14,2,2,130
,,,,,,,,,,,,38,3,18,2,3,80
,,,,,,,,,,,,38,3,22,1,3,80
